paper_id;Title;Keywords;Abstract;year;Session;
186;Know-Linking: An approach to generate shared knowledge between several actors in companies application in aerospace manufacturer;Traceability, profiling, semantic, indexing, knowledge, Textmining;"Actors in companies are producing a daily large amount of knowledge, which is embedded and in the most of cases not easily accessible. Getting benefits from this capital of knowledge is a key of progress of any organization. Many researchers proposed different ways to capitalize knowledge and make it accessible but those approaches are still not sufficient to resolve the problem in the context of a large company (more than 5000 employees working on long term projects). In the current paper, we propose an approach based on Hybrid-profiling techniques to structure actors in company who shares same missions, working tools and knowledge requirement into a common profile structure. Than, we build a semantic model of extracted profiles which gives the possibility to apply indexing of knowledge resources based on profiles semantic representation. On our behalf, this process still not sufficient to solve knowledge access problems, which encourages us to discover hidden collaboration which results on producing a shared knowledge between profiles. We call them hidden semantic links between profiles, that expressed deeply in knowledge resources. Our approach called ""Know-linking"" was applied it in aerospace manufacturer, tests and results are presented in the current paper.";2020;SS: AI with Geographic Information Systems for Social Good  (Merged with SS: Deep Learning and Ontology) (x7);
187;An embedded deep learning system for augmented reality in firefighting applications;deep learning, embedded platform, augmented reality, firefighting, situational awareness;Firefighting is a dynamic activity, in which numerous operations occur simultaneously. Maintaining situational awareness (i.e., knowledge of current conditions and activities at the scene) is critical to the accurate decision-making necessary for the safe and successful navigation of a fire environment by firefighters. Conversely, the disorientation caused by hazards such as smoke and extreme heat can lead to injury or even fatality. This research implements recent advancements in technology such as deep learning, point cloud and thermal imaging, and augmented reality platforms to improve a firefighter's situational awareness and scene navigation through improved interpretation of that scene. We have designed and built a prototype embedded system that can leverage data streamed from cameras built into a firefighter's personal protective equipment (PPE) to capture thermal, RGB color, and depth imagery and then deploy already developed deep learning models to analyze the input data in real time. The embedded system analyzes and returns the processed images via wireless streaming, where they can be viewed remotely and relayed back to the firefighter using an augmented reality platform that visualizes the results of the analyzed inputs and draws the firefighter's attention to objects of interest, such as doors and windows otherwise invisible through smoke and flames.;2020;SS: AI with Geographic Information Systems for Social Good  (Merged with SS: Deep Learning and Ontology) (x7);
188;HPT-RL: Calibrating Power System Models based on Hierarchical Parameter Tuning and Reinforcement Learning;power system models, parameter tuning, calibration, reinforcement learning, deep deterministic policy gradient;Power system models need regular calibration to reflect the current system status, identify and mitigate potential issues. However, traditional calibration approaches usually have local minima issues that require intervention from domain experts. In this study, we propose a reinforcement learning algorithm based on hierarchical parameter tuning (HPT-RL) for power system model calibration. The proposed HPT-RL is inspired by the natural hierarchy in parameter tuning where its higher level learns which parameter to tune and its lower level learns the tuning step size. We implement HPT-RL using the Deep Deterministic Policy Gradient (DDPG) architecture. We evaluate and compare the performance of HPT-RL, traditional DDPG, Bayesian Optimization, and Random Search for a generator model calibration on a four-bus system simulated with PSS®E. The performance of HPT-RL was evaluated based on 100 repeated experiments for two scenarios, namely low randomization and high randomization, based on where a simulated disturbance occurs on the bus system. The results show that HPT-RL outperforms the other three benchmark methods.;2020;SS: Machine Learning in Energy Application (s6);
189;Multi-view Data Mining Approach for Behaviour Analysis of Smart Control Valve;Clustering analysis, Multi-view data mining, Outlier detection, Continuous learning;In this study, we propose a multi-view data analysis approach that can be used for modelling and monitoring smart control valve system behaviour. The proposed approach consists of four distinctive steps: (i) multi-view interpretation of the available data attributes by separating them into several representations (views), e.g., operational parameters, contextual factors, and performance indicators;2020;SS: Machine Learning in Energy Application (s6);
190;New ANN results on a major benchmark for the prediction of RUL of Lithium Ion batteries in electric vehicles;Lithium Ion batteries, Electric Vehicles, predictive prognostics, Machine learning, ANN, RUL;Lithium Ion batteries are a core component of many lately designed devices. It is of crucial importance to be able to fully master the behaviour of batteries in order to meet the requirements in terms of safety, and performances. Predicting the Remaining Useful Life of batteries can help preventing a failure before it occurs, with an increased safety for the user and reduced costs linked to maintenance.The work described in this paper is an attempt to accurately predict the Remaining Useful Life of Li-Ion batteries using machine learning regression methods applied to a new set of ageing data published by the department of chemical engineering of the Massachusetts Institute of Technology. By changing the usual approach applied to data and feature management, very encouraging results were obtained. Compared with previous approaches in the literature using linear regression or Convolutional Neural Networks on the same dataset, our work on how to build a more efficient representation of ageing data combined with Artificial Neural Networks leads to more accurate predicting performances.;2020;SS: Machine Learning in Energy Application (s6);
191;Technical Indicators and Prediction for Energy Market Forecasting;Electricity Price Forecasting, Short-term, Time Series, Technical Indicators, Machine Learning;Machine learning usage for forecasting is popular in financial trading, particularly for stock price prediction and this is often combined with technical indicators to extract key predictive indicators from large time series trading datasets. Energy market trading data have similar characteristics to financial trading data, therefore deriving technical indicators specifically for electricity prices will help predict future prices and reduce trading costs. We have derived eight technical indicators for the Integrated Single Electricity Market (ISEM) energy market in Ireland using hourly electricity price data over the period February 2019 until November 2019. Technical indicator based models were obtained by using machine learning regression algorithms (Extreme Gradient [XG] Boost, Random Forest, and Gradient Boosting) trained with the proposed novel technical indicators. The results of the technical indicator models were compared against the baseline model (raw price data only) to see if using technical indicators as inputs improves model performance. We conclude that electricity prices can be accurately predicted using the proposed technical indicators.;2020;SS: Machine Learning in Energy Application (s6);
192;A Real Time Stock tendency prognostication using Quantopian;Quantopian, Stock, trends, Alpha Lens, Portfolio optimization;Stock trends prediction project is about designing a strategy that helps in predicting the stock trends in real time. To achieve it, we have considered Quantopian, one of the world's leading financial marketing strategy analysis as our platform. Quantopian follows the 3-Step approach of Alpha coding, Code Optimization & Portfolio. Alpha Code is the main algorithm that harbours, our strategy in stock trend prediction. We consider a single factor that influences our code and gradually come up with two or more factors combination to advance efficiency of optimization strategy. Sentiment factor is used to give an efficiency of 9.3% at the end of back testing. When the combination of sentiment, operation ratio and revenue growth are passed to alpha lens, it is found that the efficiency is raised to 64%, making it much more reliable and stable. The accuracy of multiple alpha factors model attains more than 60%, contrast with earlier prediction algorithms with a single alpha factor have around 9% accuracy increases with 51%.;2020;SS: Machine Learning in Energy Application (s6);
193;Reducing Artifacts in GAN Audio Synthesis;GAN, Audio GAN, Generative Adversarial Networks, audio synthesis;Generative Adversarial Networks (GANs) have recently shown promising results for audio synthesis, however, synthesized audio has artifacts and can sound unnatural/mechanical. In the case of speech synthesis, the artifacts can contribute to reduced intelligibility of the generated speech. A new architecture is proposed, TangGAN, that generates audio with less artifacts compared to the current state-of-the-art. This is achieved via the introduction of decimation layers in the discriminator and interpolation layers in the generator of a common GAN architecture to formally address aliasing due to improper sampling. Aliasing occurs in convolutional layers with strides larger than one. To quantify the reduction of artifacts in generated audio three new metrics for evaluating GANs for audio/speech synthesis are introduced: total harmonic distortion (THD), signal-to-noise ratio (SNR), and Speech-To-Reverberation Modulation Energy Ratio (SRMR). New metrics are necessary, given that results in this study indicate that the commonly used Inception score does not capture human listener perception of quality of generated speech. Results presented in this study demonstrate an improved Inception score over the benchmarked WaveGAN architecture as well as reduction of artifacts in generated speech as quantified by THD (up to 2dB), SNR (up to 5 dB), and SRMR. These improvements are achieved in half the training iterations of TangGAN compared to the WaveGAN architecture.;2020;SS: AI with Geographic Information Systems for Social Good  (Merged with SS: Deep Learning and Ontology)(2).  (x7);
194;A Curated Set of Labeled Code Tutorial Images for Deep Learning;deep learning, code tutorials, convolutional neural networks, source code imagery;As more work is conducted in mining software repositories at a large scale, aggregating data from multiple modalities beyond textual representations will prove beneficial. Online video content related to software engineering offers another, thus far largely untapped, venue for source code. In this paper, we present a novel dataset comprised of 111,229 frames extracted from a sample of 100 technology-related YouTube tutorials, taught in the Java and Python programming languages. These videos span a diverse range of Integrated Development Environments (IDEs) and modes of information presentation, lending heterogeneity of image features to our dataset. Hand-labeled for the presence, or lack thereof, of typeset, partially visible typeset, or handwritten code, the dataset provides a uniquely consistent and accurate data source for supervised machine learning ventures in extracting and processing code from images.;2020;SS: AI with Geographic Information Systems for Social Good  (Merged with SS: Deep Learning and Ontology)(2).  (x7);
195;Defending Against Localized Adversarial Attacks on Edge-Deployed Monocular Depth Estimators;adversarial defense, adversarial patch, computer vision, depth estimation, edge device, monocular depth, real-time, scene understanding;Estimation of depth from a single image is an important scene understanding task in computer vision. With the advent of Deep Learning and Convolutional Neural Networks, staggeringly high accuracies have been achieved in this task. With advancements in model optimization, it has been possible to deploy these models on edge devices, allowing for efficient depth estimation in safety-critical applications in robots, rovers, drones and even self-driving vehicles. However, these models are susceptible to attacks from malicious adversaries, which aim to distort the output of the model for a seemingly clean image by adding minute perturbations. In the real-world scenario, the most plausible attack is the adversarial patch, which can be printed and used as a physical adversarial attack against Deep Learning models. In the case of Monocular Depth Estimation, we show that small adversarial patches, which range from 0.7% to 5% of the image size, greatly worsen model performance. It is thus essential that these models are made robust using defense mechanisms, to defend against malicious inputs while also not reducing performance on clean images. Moreover, it is essential that the defense mechanism be computationally efficient, for real-time inference on edge devices. In this work, we propose the first defense mechanism against adversarial patches for a regression network, in the context of Monocular Depth Estimation on an edge device. The defense mechanism adds very little overhead time of 38 milliseconds on a Raspberry Pi 3 Model B, maintaining performance on clean images while also achieving near clean image levels of performance on adversarial inputs.;2020;SS: AI with Geographic Information Systems for Social Good  (Merged with SS: Deep Learning and Ontology)(2).  (x7);
196;Adversarial Patch Defense for Optical Flow Networks in Video Action Recognition;Adversarial Patch, Optical Flow, Video Action Recognition, Adversarial Defenses, Deep Learning, Adversarial Attacks, Computer Vision, Image Processing;Deep neural networks (DNN) are being integrated into production-level systems all over the world. Due to their susceptibility to adversarial attacks that degrade their performance, the robustness of DNN models has become a concern for researchers. Recent developments on physically printable adversarial patches showcase their practical effectiveness in fooling DNNs in real-time. Although research on adversarial robustness was majorly focused on image classifiers, recent works have extended the studies in video classification systems. We demonstrate that attacking optical flow estimators in an action recognition system with a patch of size less than 1% of the resolution is sufficient to significantly degrade the performance of the model. We implement an existing defense called Local Gradient Smoothing (LGS) for such localized patch-based attacks in video classification systems. We further address and tackle the shortcomings of LGS, to develop a method called Inpainting with Laplacian Prior (ILP). It was found that ILP can produce accuracy improvement ranging from 3.7% to 37% over the existing defense mechanism LGS while maintaining the same consistency over different patch sizes and models across multiple datasets.;2020;SS: AI with Geographic Information Systems for Social Good  (Merged with SS: Deep Learning and Ontology)(2).  (x7);
197;GRaDL: A Framework for Animal Genome Sequence Classification with Graph Representations and Deep Learning;Metagenome sequencing, Diagnostics, Graph Representations, Deep Learning;Bovine Respiratory Disease Complex (BRDC) is a complex respiratory disease in cattle with multiple etiologies, including bacterial and viral. It is estimated that mortality, morbidity, therapy, and quarantine resulting from BRDC account for significant losses in the cattle industry. Early detection and management of BRDC are crucial in mitigating economic losses. Current animal disease diagnostics is based on traditional tests such as bacterial culture, serolog, and Polymerase Chain Reaction (PCR) tests. Advancements of data analytics and machine learning are setting trends in several metagenome sequencing applications. In this work, we demonstrate a machine learning approach to identify pathogen signatures present in bovine metagenome sequences using k-mer-based network embedding followed by a deep learning-based classification task. With experiments conducted on two different simulated datasets, we show that networks-based deep learning approaches can detect pathogen signatures with up to 89.7% accuracy. We will make the simulated data used in our experiments available publicly upon request to tackle this important problem with more innovative approaches.;2020;SS: AI with Geographic Information Systems for Social Good  (Merged with SS: Deep Learning and Ontology)(2).  (x7);
198;Towards adversarial robustness with 01 loss neural networks;adversarial attacks, adversarial distortion, 01 loss, stochastic coordinate descent, convolutional neural net-works, deep learning;Motivated by the general robustness properties of the 01 loss we propose a single hidden layer 01 loss neural network trained with stochastic coordinate descent as a defense against adversarial attacks in machine learning. One measure of a model's robustness is the minimum distortion required to make the input adversarial. This can be approximated with the Boundary Attack (Brendel et. al. 2018) and HopSkipJump (Chen et. al. 2019) methods. We compare the minimum distortion of the 01 loss network to the binarized neural network and the standard sigmoid activation network with cross-entropy loss all trained with and without Gaussian noise on the CIFAR10 benchmark binary classification between classes 0 and 1. Both with and without noise training we find our 01 loss network to have the largest adversarial distortion of the three models by non-trivial margins. To further validate these results we subject all models to substitute model black box attacks under different distortion thresholds and find that the 01 loss network is the hardest to attack across all distortions. At a distortion of 0.125 both sigmoid activated cross-entropy loss and binarized networks have almost 0% accuracy on adversarial examples whereas the 01 loss network is at 40%. Even though both 01 loss and the binarized network use sign activations their training algorithms are different which in turn give different solutions for robustness. Finally we compare our network to simple convolutional models under substitute model black box attacks and find their accuracies to be comparable. Our work shows that the 01 loss network has the potential to defend against black box adversarial attacks better than convex loss and binarized networks.;2020;SS: AI with Geographic Information Systems for Social Good  (Merged with SS: Deep Learning and Ontology)(2).  (x7);
199;Enhancing ontology-based home Care Services platform using Bayesian networks;home-based care, e-SAAD, Telemedicine, Semantic Web, ontology, Bayesian networks;During the first generation of home intervention and support, complaints were usually triggered by telephone call. In most situations needs where described orally;2020;SS: AI with Geographic Information Systems for Social Good  (Merged with SS: Deep Learning and Ontology)(2).  (x7);
200;Gene Subset Selection for Transfer Learning using Bilevel Particle Swarm Optimization;Feature selection, Transfer learning, Bilevel programming, Domain adaptation, Particle swarm optimization, Gene expression data;In classification problems that involve multiple sources, data distributions may vary. Therefore, knowledge of dimensions that differ in the source and target data is important to reduce the distance between domains, allowing accurate transfer knowledge. Here, we present a novel method to identify (in)variant genes between source and target datasets and integrate such results to simultaneously reduce the variance between two distributions while optimizing the size and classification error of the selected subset. In particular, we use an evolutionary computation particle swarm optimization algorithm to implement such a bilevel multi-objective programming approach, allowing us to solve a gene subset selection problem.;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
201;A Study of Deep Learning for Predicting Freeze of Gait in Patients with Parkinson's Disease.;Freeze of gait, Parkinsons disease, deep learning, predicting freeze of gait;Freezing of gait (FOG) is a gait impairment, common in patients with advanced Parkinson's disease. Predicting FOG before its onset enables preemptive cueing that can prevent FOG or reduce its intensity and duration. Deep learning models have recently been proposed to predict FOG. Such models have feature learning capabilities and do not require the use of hand-crafted features. However, some intricacies that are specific to this approach have not been carefully studied. In particular, the implication of the lack of accurately labelled pre-FOG data, which can have a significant impact on model development and evaluation, has not been fully understood.In this work, we discuss the challenges in deep learning for predicting FOG, illustrate the impact of the lack of accurate pre-FOG data on model development and evaluation, and present a more reliable evaluation method that is independent of the labelling of pre-FOG data. Using this new evaluation method, we study the deep learning schemes for FOG prediction by performing extensive experiments on a public domain dataset. The main conclusions of the study include the following: 1) even without accurate pre-FOG data, deep learning techniques can achieve very high FOG prediction performance while not introducing significant false alarms;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
202;Using internet search trends to forecast short term drug overdose deaths: A case study on Connecticut;Drug overdose, search trends, temporal modeling;In the United States, the opioid epidemic is a serious public health crisis which claimed over 130 lives per day in 2018, according to the CDC. While there are many efforts to design effective interventions to prevent drug related deaths, much of them are focused around better prescribing practices. A promising line of inquiry has focused on utilizing machine learning tools to predict addiction or overdose related hospital admission using prior health record information. However, these are strongly reliant on the private health record information of individuals. Here, we propose using publicly available historic death records along with publicly available internet search trends of drug related search terms to predict the number of overdose deaths in the upcoming week. Our model is able to predict both the number of, and spikes in drug overdose deaths with good accuracy compared to several baselines, demonstrating the utility of search data in forecasting overdose deaths. While we demonstrate this approach as a case study in the State of Connecticut, which collects and publishes overdose data, our findings could encourage other state governments to similarly invest in collection, publication and analysis of such data.;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
203;Pandemic spread prediction and healthcare preparedness through financial and mobility data;machine learning, visual analysis, COVID-19, social distancing, health, confirmed cases, regression, counter-factual examples;The pandemics like Coronavirus disease 2019 (COVID-19) require Governments and health professionals to make time-sensitive, critical decisions about travel restrictions and resource allocations. This paper identifies various factors that affect the spread of the disease using transaction data and proposes a model to predict the degree of spread of the disease and thus the number of medical resources required in upcoming weeks. We perform a region-wise analysis of these factors to identify the control measures that affect the minimal set of population. Our model also helps in estimating the surges in clinical demand and identifying when the medical resources would be saturated. Using this estimate, we suggest the preventive as well as corrective measures to avoid critical situations.;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
204;Depression Detection Using Atlas from fMRI Images;Depression detection, MDD, fMRI, Functional connectivity, Atlas-based, LSTM, AAL;Major Depression Disorder (MDD) affects people's life and it is a common disorder worldwide. Finding useful diagnostic biomarkers would help clinicians to diagnosis MDD in its early stages. Having automated methods to find biomarkers for MDD is beneficial although it is challenging. In this paper, we investigate deep learning approaches versus functional connectivity-based approach for MDD classification using resting state fMRI data. To reduce data dimension, we have used Smith atlas. We compare several feature extraction methods. Experiments show promising results with connectivity-based approach. Moreover, applying T-test for finding discriminative features effectively improves the performance.;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
205;COVID-19 Screening Using Residual Attention Network an Artificial Intelligence Approach;COVID-19 screening, Residual Attention Network, Deep Learning, Machine Learning;Coronavirus Disease 2019 (COVID-19) is caused by severe acute respiratory syndrome coronavirus 2 virus (SARS-CoV-2). The virus transmits rapidly;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
206;Automated Semantic Segmentation of Cardiac Magnetic Resonance Images with Deep Learning;cardiac magnetic resonance (CMR) imaging, semantic segmentation, deep learning, U-Net, Fully Convolutional Network;Machine learning algorithms, especially deep learning architectures, have demonstrated immense potential for biomedical segmentation, often surpassing expert-level performance. For cardiac magnetic resonance (CMR) imaging, semantic segmentation is critical to deriving clinical measures such as myocardial mass and volume. However, challenges still exist. Manual delineation by domain experts is time-consuming and subject to human errors. With semi-automated segmentation techniques, it is challenging to analyze images of the same subject twice, end-diastole and end-systole of the cardiac cycle. To address these challenges, we propose a deep learning-based end-to-end analytical pipeline for automated segmentation of short-axis CMR imaging. The automated pipeline successfully avoids the problem of human subjectivity and achieves expert-level segmentation accuracy. With a large heterogeneous data inclusive of subjects with varying conditions, our model overcomes the data-homogeneity and achieves 99.9% dice similarity score, which outperforms the current state-of-art work.;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
207;End-to-End Deep Learning for Reliable Cardiac Activity Monitoring using Seismocardiograms;Seismocardiography, Deep Learning, sig2sig, Electrocardiography, cardiac monitoring, ML for Health;Continuous monitoring of cardiac activity is paramount to understanding the functioning of the heart in addition to identifying precursors to conditions such as Atrial Fibrillation. Through continuous cardiac monitoring, early indications of any potential disorder can be detected before the actual event, allowing timely preventive measures to be taken. Electrocardiography (ECG) is an established standard for monitoring the function of the heart for clinical and non-clinical applications, but its electrode-based implementation makes it cumbersome, especially for uninterrupted monitoring. Hence we propose SeismoNet, a Deep Convolutional Neural Network which aims to provide an end-to-end solution to robustly observe heart activity from Seismocardiogram (SCG) signals. These SCG signals are motion-based and can be acquired in an easy, user-friendly fashion. Furthermore, the use of deep learning enables the detection of R-peaks directly from SCG signals in spite of their noise-ridden morphology and obviates the need for extracting hand-crafted features. SeismoNet was modelled on the publicly available CEBS dataset and achieved a high overall Sensitivity and Positive Predictive Value of 0.98 and 0.98 respectively.;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
208;Two-stage and dual-decoder convolutional U-Net ensembles for reliable vessel and plaque segmentation in carotid ultrasound images;vessel segmentation, plaque segmentation, convolutional U-Net, dual decoder, medical AI;Carotid ultrasound is a screening modality used by physicians to direct treatment in the prevention of ischemic stroke in high-risk patients. It is a time intensive process that requires highly trained technicians and physicians. Evaluation of a carotid ultrasound requires segmentation of the vessel wall, lumen, and plaque of the carotid artery. Convolutional neural networks are state of the art in image segmentation yet there are no previous methods to solve this problem on carotid ultrasounds. We introduce two novel convolutional U-net models for both vessel and plaque from ultrasound images of the entire carotid system. We obtained de-identified images under IRB approval from 226 patients. We isolated a total of 500 ultrasound images spanning the internal, external, and common carotid arteries. We manually segmented the vessel lumen and plaque in each image that we then use as ground truth. In 10-fold cross-validation all models attain over 90% accuracy for vessel segmentation. With a basic convolutional U-Net we obtained an accuracy of 66.8% for plaque segmentation. With our dual-decoder model we see an improvement to 68.8% whereas our two-stage model falls behind at 65.1% accuracy. However, if we gave our two-stage model the true correct vessel as input its plaque accuracy rises to 81.7% suggesting that the method has potential and needs more work. We ensemble our U-Net and dual decoder U-Net models to obtain confidence scores for segmentations. By considering high confidence outputs above the 60% and 80% thresholds the accuracy of our dual decoder U-Net rises to 75.2% and 87.3% respectively. Our work here shows the potential of dual and two-stage methods for vessel and plaque segmentation in carotid artery ultrasound images and is an important first step in creating a system that can independently evaluate carotid ultrasounds.;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
209;ARC-Net: Activity Recognition Through Capsules;Activity recognition, capsule network, interpretable artificial intelligence, multimodal fusion;Human Activity Recognition (HAR) is a crucial factor in assisted living systems and elderly care solutions where the activity of the subject can be used to ensure the safety of the elderly and provide more efficient services. HAR is a challenging problem that needs advanced solutions than using handcrafted features to achieve a desirable performance. Deep learning has been proposed as a solution to obtain more accurate HAR systems being robust against noise. In this paper, we introduce ARC-Net and propose the utilization of capsules to fuse the information from multiple inertial measurement units (IMUs) to predict the activity performed by the subject. We hypothesize that this network will be able to tune out the unnecessary information and will be able to make more accurate decisions through the iterative mechanism embedded in capsule networks. We provide heatmaps of the priors, learned by the network, to visualize the utilization of each of the data sources by the trained network. Then, gradient based interpretations are provided and further discussed. By using the proposed network, we were able to increase the accuracy of the state-of-the-art approaches by 2%. Furthermore, we investigate the directionality of the confusion matrices of our results and discuss the specificity of the activities based on the provided data.;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
210;A Power-aware Approach for Smart Health Monitoring and Decision Support;IoT, Smart Health, Machine Learning, Power Management;Internet of Things (IoT) based smart health and wellness systems are increasingly gaining popularity for the next generation of medical services. Systems of medical devices that communicate seamlessly integrated and securely can improve patient outcomes, reduce medical errors, lower costs and overcome the existing medical systems limitations. While these innovative medical systems are emerging, they also bring new challenges as data protection and power management. This paper proposes an IoT architecture that allows to collect and analyze huge volumes of heterogeneous clinical data in order to monitor health status of patients and improve clinical decision support, by tackling the energy shortage challenge. The key feature of the proposed approach is a power-aware strategy based on energy load balancing in order to keep on the greatest number of power operated devices involved in the computational tasks. The paper presents a case study of power-aware smart health monitoring exploiting different types of data mining techniques. The experimental results show the effectiveness of the approach able to achieve energy savings by means of the proposed power-aware strategy.;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
211;Multiple Instance Learning approaches for Melanoma and Dysplastic Nevi images classification;Image Classification, Melanoma Detection, Multiple Instance Learning;Malignant melanoma is responsible for the highest number of deaths related to skin lesions. The similarities of melanoma with other skin lesions such as dysplastic nevi, however, constitute a pitfall for early diagnosis. The research community is committed to proposing software solutions that favor the computerized analysis of lesions for melanoma detection. Existing methods have typically focused on the dichotomous distinction of melanoma from benign lesions. Currently, there is debate about Dysplastic Nevi Syndrome (DNS), or rather about the number of moles present on the human body as potential melanoma risk factors. Distinguishing dysplastic nevi from common ones is a challenging yet mostly unexplored classification problem. The classification phase is particularly delicate: over time, a series of automatic learning algorithms have been proposed to better face this issue. In this paper, we refer to the emergencing role of Multiple Instance Learning approaches for discriminating melanoma from dysplastic nevi and to outline the even more complex challenge related to the classification of dysplastic nevi from common ones.;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
212;Improving Explainability of Image Classification in Scenarios with Class Overlap: Application to COVID-19 and Pneumonia;explainability, trust in AI, class overlap, COVID-19, data-starved, deep learning, object localization;Trust in predictions made by machine learning models is increased if the model generalizes well on previously unseen samples and when inference is accompanied by cogent explanations of the reasoning behind predictions. In the image classification domain, generalization can be assessed through accuracy, sensitivity, and specificity. Explainability can be assessed by how well the model localizes the object of interest within an image. However, both generalization and explainability through localization are degraded in scenarios with significant overlap between classes. We propose a method based on binary expert networks that enhances the explainability of image classifications through better localization by mitigating the model uncertainty induced by class overlap. Our technique performs discriminative localization on images that contain features with significant class overlap, without explicitly training for localization. Our method is particularly promising in real-world class overlap scenarios, such as COVID-19 and pneumonia, where expertly labeled data for localization is not readily available. This can be useful for early, rapid, and trustworthy screening for COVID-19.;2020;SS: Machine Learning in Health (2) (Merged with SS: Explainable Machine Learning) (r13);
213;Multi-class segmentation of Diabetic Retinopathy lesions: effects of metrics, improvements and loss;Deep Learning, image processing, medical imaging, diabetic retinopathy;Deep Learning (DL) is increasingly used in every medical imaging segmentation task with great results in terms of illness detection, but precise segmentation of lesions areas and contours from eye fundus images (EFI) is more challenging than the more common detection of whether there are lesions in images, for referral, or classification of lesion given a small window. We investigate the difficulties and how the choice of architecture, loss function and data augmentation can improve the quality segmenting precisely small and difficult to detect lesions, achieving results. Our best IoU scores were, for different classes, (BK:98%, MA: 16%, HA:28%, HE:61%, SE:51%, OD:91%). These results and discussion also show that research is still required to improve results further.;2020;SS: Deep Learning (Merged with SS: Machine Learning in Software Engineering – Beyond Text) (v21);
214;Car Detection Based Algorithm For Automatic Parking Space Detection;CNN, Smart Parking Systems, Artificial Intelligence, Computer Vision, Machine Learning;In this paper, we present an object detection based algorithm to automatically map the parking spaces in a parking lot, instead of manually mapping them. The work addresses an important gap in the recent computer vision based artificial intelligence techniques to build smart parking systems. We test our approach with two of the most popular object detectors, Faster R-CNN and YOLOv4. Our results show that our approach decreases the human effort needed by up to a compelling 90%. We show that the percentage of the available parking spots that are automatically detected through our approach accumulates over time and, in theory, can approach a 100%, on a day when all the parking spots are fully occupied. In other words, the approach is designed to have its highest performance over a busy parking lot during the busiest time.;2020;SS: Deep Learning (Merged with SS: Machine Learning in Software Engineering – Beyond Text) (v21);
215;Enabling Rewards for Reinforcement Learning in Laser Beam Welding processes through Deep Learning;deep learning, reinforcement learning, quality inspection, laser welding;Self-optimizing robots and machines in future factories are an exciting next step towards an ever more efficient industry. To achieve this goal, robots used in production must gain an understanding of the quality of their behavior. Machine learning can help us move closer to this goal. In this paper, we provide insights on the feasibility of self-optimized laser welding robots and show how accurate quality analysis based on deep learning and smart computer vision algorithms provide a reliable input for quality evaluation and ultimately a scoring function. Furthermore, the suggested scoring function can capture the defining properties of a weld. In turn, the score can be used as feedback to define a reward for a reinforcement learning agent's action, which then optimizes the robot's behavior accordingly. Our experiments show that we can achieve very good accuracy and consistency when evaluating the quality of the weld with deep learning and statistical modeling. Finally, we provide a production-oriented learning architecture that considers the scoring component in a reinforcement learning pipeline.;2020;SS: Deep Learning (Merged with SS: Machine Learning in Software Engineering – Beyond Text) (v21);
216;A New Clustering-Based Technique for the Acceleration of Deep Convolutional Networks;Deep Convolutional Networks, Model Compression and Acceleration, Dictionary Learning, Weight Sharing;Deep learning and especially the use of Deep Neural Networks (DNNs) provides impressive results in various regression and classification tasks. However, to achieve these results, there is a high demand for computing and storing resources. This becomes problematic when, for instance, real-time, mobile applications are considered, in which the involved (embedded) devices have limited resources. A common way of addressing this problem is to transform the original large pre-trained networks into new smaller models, by utilizing Model Compression and Acceleration (MCA) techniques. Within the MCA framework, we propose a clustering-based approach that is able to increase the number of employed centroids/representatives, while at the same time, have an acceleration gain compared to conventional, k-means based approaches. This is achieved by imposing a special structure to the employed representatives, which is enabled by the particularities of the problem at hand. Moreover, the theoretical acceleration gains are presented and the key system hyper-parameters that affect that gain, are identified. Extensive evaluation studies carried out using various state-of-the-art DNN models trained in image classification, validate the superiority of the proposed method as compared for its use in MCA tasks.;2020;SS: Deep Learning (Merged with SS: Machine Learning in Software Engineering – Beyond Text) (v21);
